id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	originalname.outcome	metabolite	raw.label	class	subclass	label	label.no.units	derived_features	sex	lower_ci	upper_ci
0akhTJ	met-c-843	Apolipoprotein B || id:met-c-843	WHR	Weighted median	70	0.244830071547325	0.089125408660688	0.00601378387367485	Apolipoprotein B	apob	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	Male	0.0701442705723765	0.419515872522273
0akhTJ	met-c-843	Apolipoprotein B || id:met-c-843	WHR	Inverse variance weighted (multiplicative random effects)	70	0.206105868370176	0.0579345819862501	0.000374312746057365	Apolipoprotein B	apob	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	Male	0.0925540876771258	0.319657649063226
0akhTJ	met-c-843	Apolipoprotein B || id:met-c-843	WHR	Weighted mode	70	0.426944362270032	0.184424162722587	0.0235929443954152	Apolipoprotein B	apob	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	Male	0.0654730033337615	0.788415721206303
0akhTJ	met-c-844	Ratio of bisallylic groups to double bonds || id:met-c-844	WHR	MR Egger	70	-0.0732061811939623	0.294948081865196	0.804727501204176	Ratio of bisallylic groups to double bonds	NA	NA	Metabolites ratio	Metabolites ratio	NA	Ratio of bisallylic groups to double bonds	yes	Male	-0.651304421649746	0.504892059261822
0akhTJ	met-c-844	Ratio of bisallylic groups to double bonds || id:met-c-844	WHR	Weighted median	70	0.00418075482743295	0.11290649097138	0.970462304014799	Ratio of bisallylic groups to double bonds	NA	NA	Metabolites ratio	Metabolites ratio	NA	Ratio of bisallylic groups to double bonds	yes	Male	-0.217115967476472	0.225477477131338
0akhTJ	met-c-844	Ratio of bisallylic groups to double bonds || id:met-c-844	WHR	Inverse variance weighted (multiplicative random effects)	70	-0.0457286048308747	0.0726103965167944	0.52883826855435	Ratio of bisallylic groups to double bonds	NA	NA	Metabolites ratio	Metabolites ratio	NA	Ratio of bisallylic groups to double bonds	yes	Male	-0.188044982003792	0.0965877723420423
0akhTJ	met-c-844	Ratio of bisallylic groups to double bonds || id:met-c-844	WHR	Weighted mode	70	0.0496617258366765	0.216205045598992	0.819006514653654	Ratio of bisallylic groups to double bonds	NA	NA	Metabolites ratio	Metabolites ratio	NA	Ratio of bisallylic groups to double bonds	yes	Male	-0.374100163537348	0.473423615210701
0akhTJ	met-c-845	Ratio of bisallylic groups to total fatty acids || id:met-c-845	WHR	MR Egger	70	0.0200362271634707	0.299404733224108	0.946841597483622	Ratio of bisallylic groups to total fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Ratio of bisallylic groups to total fatty acids	yes	Male	-0.566797049955781	0.606869504282722
0akhTJ	met-c-845	Ratio of bisallylic groups to total fatty acids || id:met-c-845	WHR	Weighted median	70	0.0319835295480167	0.118698661360206	0.787582277942925	Ratio of bisallylic groups to total fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Ratio of bisallylic groups to total fatty acids	yes	Male	-0.200665846717987	0.26463290581402
0akhTJ	met-c-845	Ratio of bisallylic groups to total fatty acids || id:met-c-845	WHR	Inverse variance weighted (multiplicative random effects)	70	-0.0750250512866261	0.0734960302054328	0.307347246575745	Ratio of bisallylic groups to total fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Ratio of bisallylic groups to total fatty acids	yes	Male	-0.219077270489274	0.0690271679160222
0akhTJ	met-c-845	Ratio of bisallylic groups to total fatty acids || id:met-c-845	WHR	Weighted mode	70	0.167205542840839	0.205804428653511	0.419328492929246	Ratio of bisallylic groups to total fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Ratio of bisallylic groups to total fatty acids	yes	Male	-0.236171137320043	0.570582223001721
0akhTJ	met-c-846	3-hydroxybutyrate || id:met-c-846	WHR	MR Egger	70	0.196470702225877	0.238372097160301	0.412697098462656	3-hydroxybutyrate	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	Male	-0.270738608208313	0.663680012660067
0akhTJ	met-c-846	3-hydroxybutyrate || id:met-c-846	WHR	Weighted median	70	0.0405783499524037	0.0914807959196672	0.657351813325894	3-hydroxybutyrate	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	Male	-0.138724010050144	0.219880709954951
0akhTJ	met-c-846	3-hydroxybutyrate || id:met-c-846	WHR	Inverse variance weighted (multiplicative random effects)	70	0.0856402661489399	0.0609590579237884	0.160056453196788	3-hydroxybutyrate	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	Male	-0.0338394873816854	0.205120019679565
0akhTJ	met-c-846	3-hydroxybutyrate || id:met-c-846	WHR	Weighted mode	70	0.0599857627036533	0.177656537417504	0.736651892428927	3-hydroxybutyrate	bohbut	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	Male	-0.288221050634655	0.408192576041961
0akhTJ	met-c-847	Average number of methylene groups per double bond || id:met-c-847	WHR	MR Egger	70	-0.116601706809033	0.294576041896164	0.693470484211059	Average number of methylene groups per double bond	NA	NA	Metabolites ratio	Metabolites ratio	NA	Average number of methylene groups per double bond	yes	Male	-0.693970748925514	0.460767335307448
0akhTJ	met-c-847	Average number of methylene groups per double bond || id:met-c-847	WHR	Weighted median	70	0.0299789086160774	0.117258854448001	0.798210026262242	Average number of methylene groups per double bond	NA	NA	Metabolites ratio	Metabolites ratio	NA	Average number of methylene groups per double bond	yes	Male	-0.199848446102005	0.259806263334159
0akhTJ	met-c-847	Average number of methylene groups per double bond || id:met-c-847	WHR	Inverse variance weighted (multiplicative random effects)	70	0.0862961039749284	0.0697565539625267	0.216048517316391	Average number of methylene groups per double bond	NA	NA	Metabolites ratio	Metabolites ratio	NA	Average number of methylene groups per double bond	yes	Male	-0.0504267417916239	0.223018949741481
0akhTJ	met-c-847	Average number of methylene groups per double bond || id:met-c-847	WHR	Weighted mode	70	0.0412200886002347	0.196811809923007	0.834722607621981	Average number of methylene groups per double bond	NA	NA	Metabolites ratio	Metabolites ratio	NA	Average number of methylene groups per double bond	yes	Male	-0.344531058848859	0.426971236049328
0akhTJ	met-c-848	Average number of methylene groups in a fatty acid chain || id:met-c-848	WHR	MR Egger	70	-0.152783909896178	0.257995531153165	0.5556834110771	Average number of methylene groups in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of methylene groups in a fatty acid chain	yes	Male	-0.658455150956381	0.352887331164025
0akhTJ	met-c-848	Average number of methylene groups in a fatty acid chain || id:met-c-848	WHR	Weighted median	70	-0.0628040859293695	0.0979587894624819	0.521439768043776	Average number of methylene groups in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of methylene groups in a fatty acid chain	yes	Male	-0.254803313275834	0.129195141417095
0akhTJ	met-c-848	Average number of methylene groups in a fatty acid chain || id:met-c-848	WHR	Inverse variance weighted (multiplicative random effects)	70	0.0826279961625937	0.0603003433418386	0.170601367962186	Average number of methylene groups in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of methylene groups in a fatty acid chain	yes	Male	-0.03556067678741	0.200816669112597
0akhTJ	met-c-848	Average number of methylene groups in a fatty acid chain || id:met-c-848	WHR	Weighted mode	70	-0.117319288464408	0.168640148821916	0.488966873489387	Average number of methylene groups in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of methylene groups in a fatty acid chain	yes	Male	-0.447853980155363	0.213215403226547
0akhTJ	met-c-849	Citrate || id:met-c-849	WHR	MR Egger	70	0.495859623103225	0.243396233496478	0.0455191572224958	Citrate	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	Male	0.0188030054501281	0.972916240756322
0akhTJ	met-c-849	Citrate || id:met-c-849	WHR	Weighted median	70	-0.0795654091111952	0.0953571156572387	0.404058973867004	Citrate	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	Male	-0.266465355799383	0.107334537576993
0akhTJ	met-c-849	Citrate || id:met-c-849	WHR	Inverse variance weighted (multiplicative random effects)	70	-0.0499993941644598	0.0640582576670761	0.435078955133636	Citrate	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	Male	-0.175553579191929	0.0755547908630093
0akhTJ	met-c-849	Citrate || id:met-c-849	WHR	Weighted mode	70	-0.0963182808020382	0.170784863334932	0.574600172130221	Citrate	cit	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	Male	-0.431056612938505	0.238420051334429
0akhTJ	met-c-850	Creatinine || id:met-c-850	WHR	MR Egger	70	-0.0862831344718022	0.249167438108688	0.730197173603852	Creatinine	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	Male	-0.574651313164831	0.402085044221226
0akhTJ	met-c-850	Creatinine || id:met-c-850	WHR	Weighted median	70	-0.017341969403264	0.0896040345804602	0.846536042958812	Creatinine	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	Male	-0.192965877180966	0.158281938374438
0akhTJ	met-c-850	Creatinine || id:met-c-850	WHR	Inverse variance weighted (multiplicative random effects)	70	-0.0479884779841507	0.0631105348267719	0.447022839634398	Creatinine	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	Male	-0.171685126244624	0.0757081702763222
0akhTJ	met-c-850	Creatinine || id:met-c-850	WHR	Weighted mode	70	0.0146871552634193	0.148066959257728	0.921272924247833	Creatinine	crea	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	Male	-0.275524084881728	0.304898395408566
0akhTJ	met-c-851	Average number of double bonds in a fatty acid chain || id:met-c-851	WHR	MR Egger	70	-0.0138733575154814	0.276240401346214	0.960092675537673	Average number of double bonds in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of double bonds in a fatty acid chain	yes	Male	-0.555304544154061	0.527557829123098
0akhTJ	met-c-851	Average number of double bonds in a fatty acid chain || id:met-c-851	WHR	Weighted median	70	-0.0473688895854377	0.109726825748189	0.665960667068484	Average number of double bonds in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of double bonds in a fatty acid chain	yes	Male	-0.262433468051888	0.167695688881013
0akhTJ	met-c-851	Average number of double bonds in a fatty acid chain || id:met-c-851	WHR	Inverse variance weighted (multiplicative random effects)	70	-0.047869096165904	0.068203903152711	0.482771005663143	Average number of double bonds in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of double bonds in a fatty acid chain	yes	Male	-0.181548746345218	0.0858105540134096
0akhTJ	met-c-851	Average number of double bonds in a fatty acid chain || id:met-c-851	WHR	Weighted mode	70	-0.0217861596599827	0.193086215584468	0.910491968545895	Average number of double bonds in a fatty acid chain	NA	NA	Fatty acids	Fatty acids	NA	Average number of double bonds in a fatty acid chain	yes	Male	-0.40023514220554	0.356662822885575
0akhTJ	met-c-852	22:6, docosahexaenoic acid || id:met-c-852	WHR	MR Egger	70	0.395478382333222	0.312245663830609	0.20963340175883	22:6, docosahexaenoic acid	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	Male	-0.216523118774772	1.00747988344122
0akhTJ	met-c-852	22:6, docosahexaenoic acid || id:met-c-852	WHR	Weighted median	70	0.206907699443279	0.109102669380929	0.0579006357458131	22:6, docosahexaenoic acid	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	Male	-0.00693353254334184	0.4207489314299
0akhTJ	met-c-852	22:6, docosahexaenoic acid || id:met-c-852	WHR	Inverse variance weighted (multiplicative random effects)	70	0.136197548538192	0.0793961435985724	0.0862686760088053	22:6, docosahexaenoic acid	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	Male	-0.0194188929150099	0.291813989991394
0akhTJ	met-c-852	22:6, docosahexaenoic acid || id:met-c-852	WHR	Weighted mode	70	0.422646277996159	0.2392443543442	0.0817198923467168	22:6, docosahexaenoic acid	dha	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	Male	-0.046272656518473	0.891565212510791
0akhTJ	met-c-853	Free cholesterol to esterified cholesterol ratio || id:met-c-853	WHR	MR Egger	70	0.429814052310216	0.295264148874428	0.150078890392656	Free cholesterol to esterified cholesterol ratio	NA	NA	Metabolites ratio	Metabolites ratio	NA	Free cholesterol to esterified cholesterol ratio	yes	Male	-0.148903679483663	1.00853178410409
0akhTJ	met-c-853	Free cholesterol to esterified cholesterol ratio || id:met-c-853	WHR	Weighted median	70	0.203700382541128	0.110070676396694	0.0642224257993675	Free cholesterol to esterified cholesterol ratio	NA	NA	Metabolites ratio	Metabolites ratio	NA	Free cholesterol to esterified cholesterol ratio	yes	Male	-0.0120381431963923	0.419438908278648
0akhTJ	met-c-853	Free cholesterol to esterified cholesterol ratio || id:met-c-853	WHR	Inverse variance weighted (multiplicative random effects)	70	0.13162927631082	0.0735022890209591	0.0733223876491085	Free cholesterol to esterified cholesterol ratio	NA	NA	Metabolites ratio	Metabolites ratio	NA	Free cholesterol to esterified cholesterol ratio	yes	Male	-0.0124352101702598	0.2756937627919
0akhTJ	met-c-853	Free cholesterol to esterified cholesterol ratio || id:met-c-853	WHR	Weighted mode	70	0.289030582305865	0.203238225171993	0.159494196787392	Free cholesterol to esterified cholesterol ratio	NA	NA	Metabolites ratio	Metabolites ratio	NA	Free cholesterol to esterified cholesterol ratio	yes	Male	-0.109316339031241	0.687377503642971
0akhTJ	met-c-854	Description of average fatty acid chain length, not actual carbon number || id:met-c-854	WHR	MR Egger	70	0.0294385929150205	0.294808542324514	0.920751948219821	Description of average fatty acid chain length, not actual carbon number	falen	Description of average fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no	Male	-0.548386150041027	0.607263335871068
0akhTJ	met-c-854	Description of average fatty acid chain length, not actual carbon number || id:met-c-854	WHR	Weighted median	70	0.0385112970532428	0.123320544249599	0.754823070516869	Description of average fatty acid chain length, not actual carbon number	falen	Description of average fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no	Male	-0.203196969675971	0.280219563782457
0akhTJ	met-c-854	Description of average fatty acid chain length, not actual carbon number || id:met-c-854	WHR	Inverse variance weighted (multiplicative random effects)	70	0.00630796419014427	0.0736455756964816	0.931742268612913	Description of average fatty acid chain length, not actual carbon number	falen	Description of average fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no	Male	-0.13803736417496	0.150653292555248
0akhTJ	met-c-854	Description of average fatty acid chain length, not actual carbon number || id:met-c-854	WHR	Weighted mode	70	0.0784585926362662	0.204696588323281	0.70268156105912	Description of average fatty acid chain length, not actual carbon number	falen	Description of average fatty acid chain length, not actual carbon number	Fatty acids	Fatty acids	Fatty acid chain length	Fatty acid chain length	no	Male	-0.322746720477365	0.479663905749897
0akhTJ	met-c-855	Omega-3 fatty acids || id:met-c-855	WHR	MR Egger	70	0.321455442579132	0.295254404802301	0.28011191975872	Omega-3 fatty acids	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	Male	-0.257243190833378	0.900154075991642
0akhTJ	met-c-855	Omega-3 fatty acids || id:met-c-855	WHR	Weighted median	70	0.234909582055494	0.110167510203156	0.0329826394654881	Omega-3 fatty acids	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	Male	0.0189812620573082	0.45083790205368
0akhTJ	met-c-855	Omega-3 fatty acids || id:met-c-855	WHR	Inverse variance weighted (multiplicative random effects)	70	0.164095972245731	0.0672827471900802	0.0147319958092724	Omega-3 fatty acids	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	Male	0.0322217877531738	0.295970156738288
0akhTJ	met-c-855	Omega-3 fatty acids || id:met-c-855	WHR	Weighted mode	70	0.470060654128765	0.227814502960715	0.0428439599961851	Omega-3 fatty acids	faw3	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	Male	0.0235442283257636	0.916577079931767
0akhTJ	met-c-856	Omega-6 fatty acids || id:met-c-856	WHR	MR Egger	70	0.255249499924615	0.296186236271409	0.391833523447974	Omega-6 fatty acids	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	Male	-0.325275523167347	0.835774523016577
0akhTJ	met-c-856	Omega-6 fatty acids || id:met-c-856	WHR	Weighted median	70	0.165896250390922	0.112146872852274	0.139066390847736	Omega-6 fatty acids	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	Male	-0.053911620399535	0.385704121181379
0akhTJ	met-c-856	Omega-6 fatty acids || id:met-c-856	WHR	Inverse variance weighted (multiplicative random effects)	70	0.105451294872206	0.0701984748557517	0.133048605979233	Omega-6 fatty acids	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	Male	-0.0321377158450673	0.243040305589479
0akhTJ	met-c-856	Omega-6 fatty acids || id:met-c-856	WHR	Weighted mode	70	0.17504222778521	0.203521114187778	0.392729472601902	Omega-6 fatty acids	faw6	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	Male	-0.223859156022835	0.573943611593255
0akhTJ	met-c-857	Omega-7, omega-9 and saturated fatty acids || id:met-c-857	WHR	MR Egger	70	0.156794774170036	0.295186677921899	0.597030681827894	Omega-7, omega-9 and saturated fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Omega-7, omega-9 and saturated fatty acids	yes	Male	-0.421771114556886	0.735360662896958
0akhTJ	met-c-857	Omega-7, omega-9 and saturated fatty acids || id:met-c-857	WHR	Weighted median	70	0.297781808082167	0.115951489934784	0.0102240386640189	Omega-7, omega-9 and saturated fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Omega-7, omega-9 and saturated fatty acids	yes	Male	0.0705168878099903	0.525046728354344
0akhTJ	met-c-857	Omega-7, omega-9 and saturated fatty acids || id:met-c-857	WHR	Inverse variance weighted (multiplicative random effects)	70	0.20302808004362	0.0707850614663222	0.00412770860514096	Omega-7, omega-9 and saturated fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Omega-7, omega-9 and saturated fatty acids	yes	Male	0.0642893595696285	0.341766800517611
0akhTJ	met-c-857	Omega-7, omega-9 and saturated fatty acids || id:met-c-857	WHR	Weighted mode	70	0.332674582714462	0.210073912420048	0.117856173650541	Omega-7, omega-9 and saturated fatty acids	NA	NA	Fatty acids	Fatty acids	NA	Omega-7, omega-9 and saturated fatty acids	yes	Male	-0.0790702856288321	0.744419451057756
0akhTJ	met-c-858	Free cholesterol || id:met-c-858	WHR	MR Egger	70	0.251367821959122	0.313418941474983	0.425336172195954	Free cholesterol	freec	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	Male	-0.362933303331845	0.865668947250089
0akhTJ	met-c-858	Free cholesterol || id:met-c-858	WHR	Weighted median	70	0.139309513897886	0.116471785587826	0.231665540578584	Free cholesterol	freec	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	Male	-0.088975185854253	0.367594213650025
0akhTJ	met-c-858	Free cholesterol || id:met-c-858	WHR	Inverse variance weighted (multiplicative random effects)	70	0.115159151400552	0.079440578001613	0.147162757010615	Free cholesterol	freec	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	Male	-0.0405443814826095	0.270862684283713
0akhTJ	met-c-858	Free cholesterol || id:met-c-858	WHR	Weighted mode	70	0.160154822604111	0.245600407917465	0.516506253275939	Free cholesterol	freec	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	Male	-0.32122197691412	0.641531622122342
0akhTJ	met-c-859	Glucose || id:met-c-859	WHR	MR Egger	70	0.264882616035991	0.246534939926822	0.28643123866944	Glucose	glc	Glucose (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Glucose (mmol/l)	Glucose	no	Male	-0.21832586622058	0.748091098292562
