exposure	label	group1	group2	effect_estimate	lower_ci	upper_ci	pvalue
WHR	Cholesterol esters in large VLDL	Lipoprotein subclasses	Large VLDL	0.100681114740648	-0.022448645830448	0.223810875311744	0.109010021198628
WHR	Free cholesterol in large LDL	Lipoprotein subclasses	Large LDL	0.0591409477005696	-0.0538490031199119	0.172130898521051	0.304939277781452
WHR	Total lipids in large LDL	Lipoprotein subclasses	Large LDL	0.100676099594339	-0.0220858042366021	0.22343800342528	0.107970809238931
WHR	Concentration of large LDL particles	Lipoprotein subclasses	Large LDL	0.108768382070267	-0.0133760887754629	0.230912852915997	0.0809222875982361
WHR	Phospholipids in large LDL	Lipoprotein subclasses	Large LDL	0.108441583724293	-0.00564446491158553	0.222527632360172	0.0624583255974701
WHR	Total cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL	0.331516966190545	0.222231363610481	0.440802568770609	2.75372559825827e-09
WHR	Cholesterol esters in large VLDL	Lipoprotein subclasses	Large VLDL	0.310147092364829	0.19694840139114	0.423345783338518	7.86929525494357e-08
WHR	Free cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL	0.324903276205344	0.217310178330413	0.432496374080275	3.24511769810759e-09
WHR	Total lipids in large VLDL	Lipoprotein subclasses	Large VLDL	0.333619017870367	0.22233108147567	0.444906954265064	4.21088879593323e-09
WHR	Concentration of large VLDL particles	Lipoprotein subclasses	Large VLDL	0.326931353350853	0.216394507091047	0.437468199610659	6.74994793911986e-09
WHR	Phospholipids in large VLDL	Lipoprotein subclasses	Large VLDL	0.317333543858327	0.209319347499687	0.425347740216967	8.49857615183683e-09
WHR	Triglycerides in large VLDL	Lipoprotein subclasses	Large VLDL	0.320695129602463	0.211593199867827	0.429797059337099	8.34979729185976e-09
WHR	18:2, linoleic acid	Fatty acids	Fatty acids	0.0305100684563485	-0.0996403416667268	0.160660478579424	0.645899309540861
WHR	Lactate	Glycolysis related metabolites	Glycolysis related metabolites	0.139520095551957	0.0572273657509808	0.221812825352933	0.000890524077874311
WHR	Total cholesterol in LDL	Cholesterol	Cholesterol	0.112239386151342	-0.00830044159372068	0.232779213896405	0.0679960077992026
WHR	Mean diameter for LDL particles	Lipoprotein particle size	Lipoprotein particle size	-0.0668700337296423	-0.164950550330737	0.0312104828714526	0.181450331191509
WHR	Leucine	Amino acids	Branched-chain amino acids	0.227353902424144	0.142835982504381	0.311871822343907	1.34639331683754e-07
WHR	Total cholesterol in medium HDL	Lipoprotein subclasses	Medium HDL	-0.143044434028444	-0.240517060580587	-0.0455718074763009	0.00402281106318544
WHR	Cholesterol esters in medium HDL	Lipoprotein subclasses	Medium HDL	-0.12769255281756	-0.224830685971036	-0.0305544196640844	0.00998032232634628
WHR	Free cholesterol in medium HDL	Lipoprotein subclasses	Medium HDL	-0.155113270405179	-0.249586662970136	-0.0606398778402224	0.00129056224219445
WHR	Total lipids in medium HDL	Lipoprotein subclasses	Medium HDL	-0.086116021062173	-0.18079783808947	0.00856579596512388	0.0746383749255049
WHR	Concentration of medium HDL particles	Lipoprotein subclasses	Medium HDL	-0.060146363246784	-0.153672236801738	0.0333795103081699	0.20749865264934
WHR	Phospholipids in medium HDL	Lipoprotein subclasses	Medium HDL	-0.0885067496861476	-0.180722892909764	0.00370939353746898	0.0599502907533407
WHR	Total cholesterol in medium LDL	Lipoprotein subclasses	Medium LDL	0.110898326617141	-0.0072614994398031	0.229058152674085	0.0658345644079924
WHR	Cholesterol esters in medium LDL	Lipoprotein subclasses	Medium LDL	0.109287650633135	-0.0151911276403475	0.233766428906618	0.0852860818338706
WHR	Total lipids in medium LDL	Lipoprotein subclasses	Medium LDL	0.125283784500778	-0.00082935397222067	0.251396922973777	0.0515214870144755
WHR	Concentration of medium LDL particles	Lipoprotein subclasses	Medium LDL	0.132404431461226	0.00672064834073136	0.258088214581721	0.0389413176248805
WHR	Phospholipids in medium LDL	Lipoprotein subclasses	Medium LDL	0.157616649862443	0.0410407426467157	0.27419255707817	0.00804867034495122
WHR	Total cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.309089769060249	0.197286232812588	0.42089330530791	6.00756337263531e-08
WHR	Cholesterol esters in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.288315193661242	0.171772277502876	0.404858109819608	1.24186468442366e-06
WHR	Free cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.321076478438165	0.208816658737653	0.433336298138677	2.07254705352463e-08
WHR	Total lipids in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.325971057580925	0.209174120961555	0.442767994200295	4.49513460536231e-08
WHR	Concentration of medium VLDL particles	Lipoprotein subclasses	Medium VLDL	0.329676672464445	0.210685218896517	0.448668126032373	5.62408865766769e-08
WHR	Phospholipids in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.325967573552651	0.212765893911673	0.439169253193629	1.66262124354943e-08
WHR	Triglycerides in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.337561554077621	0.226183481110011	0.448939627045231	2.84477908930365e-09
WHR	Mono-unsaturated fatty acids	Fatty acids	Fatty acids	0.185745950465276	0.0713596068569825	0.30013229407357	0.00145888237416718
WHR	Other polyunsaturated fatty acids than 18:2	Fatty acids	Fatty acids	0.164079054705314	0.0508085433639126	0.277349566046715	0.00452301646477666
WHR	Phosphatidylcholine and other cholines	Glycerides and phospholipids	Glycerides and phospholipids	-0.0421311988849986	-0.15571400287803	0.0714516051080324	0.467212735059652
WHR	Phenylalanine	Amino acids	Aromatic amino acids	0.186894613592983	0.100057480593326	0.27373174659264	2.46046059283292e-05
WHR	Pyruvate	Glycolysis related metabolites	Glycolysis related metabolites	0.0773887784581516	-0.011005582544935	0.165783139461238	0.0861676697863709
WHR	Total lipids in small HDL	Lipoprotein subclasses	Small HDL	0.125077989834699	0.0350597510686979	0.2150962286007	0.00646198826344701
WHR	Concentration of small HDL particles	Lipoprotein subclasses	Small HDL	0.165287830055717	0.0752565592721953	0.255319100839239	0.00032024077363053
WHR	Triglycerides in small HDL	Lipoprotein subclasses	Small HDL	0.297221960084133	0.190956052254083	0.403487867914183	4.20424876930385e-08
WHR	Total cholesterol in small LDL	Lipoprotein subclasses	Small LDL	0.14061630428471	0.0191656868452633	0.262066921724157	0.0232500533975385
WHR	Total lipids in small LDL	Lipoprotein subclasses	Small LDL	0.15036136803224	0.0229361373521413	0.277786598712339	0.020733979756778
WHR	Concentration of small LDL particles	Lipoprotein subclasses	Small LDL	0.148658868152337	0.0241905359219924	0.273127200382682	0.0192358856145268
WHR	Total cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.274632537052069	0.164910479508335	0.384354594595803	9.30243903649733e-07
WHR	Free cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.304727352093224	0.188910724489253	0.420543979697195	2.50946344754281e-07
WHR	Total lipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.323369931646769	0.201424264887443	0.445315598406095	2.02053686649303e-07
WHR	Concentration of small VLDL particles	Lipoprotein subclasses	Small VLDL	0.33696708390114	0.214986916412435	0.458947251389845	6.14774728242738e-08
WHR	Phospholipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.311343164763152	0.198828374042483	0.423857955483821	5.84181149450944e-08
WHR	Triglycerides in small VLDL	Lipoprotein subclasses	Small VLDL	0.340494403588937	0.227435146318991	0.453553660858883	3.57328858382879e-09
WHR	Serum total cholesterol	Cholesterol	Cholesterol	0.0719313930455942	-0.0404752706420178	0.184338056733206	0.209752856712041
WHR	Serum total triglycerides	Glycerides and phospholipids	Glycerides and phospholipids	0.320346425835669	0.204829036298381	0.435863815372957	5.46848564118941e-08
WHR	Sphingomyelins	Glycerides and phospholipids	Glycerides and phospholipids	-0.00926474450691172	-0.124165826849718	0.105636337835894	0.874425744428015
WHR	Total fatty acids	Fatty acids	Fatty acids	0.182317053680973	0.059212185763809	0.305421921598137	0.00369913593190977
WHR	Total phosphoglycerides	Glycerides and phospholipids	Glycerides and phospholipids	0.0102947837832131	-0.10415689955388	0.124746467120306	0.860058643370427
WHR	Tyrosine	Amino acids	Aromatic amino acids	0.143610049752525	0.0564440815341869	0.230776017970863	0.00124140269832022
WHR	Urea	Amino acids	Amino acids	-0.0796597563766312	-0.167574668804579	0.00825515605131655	0.0757399703941077
WHR	Valine	Amino acids	Branched-chain amino acids	0.206314673291238	0.121273919852813	0.291355426729663	1.98354297176628e-06
WHR	Mean diameter for VLDL particles	Lipoprotein particle size	Lipoprotein particle size	0.302393045874627	0.189782705423808	0.415003386325446	1.4157198676179e-07
WHR	Total cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.223051863259042	-0.307319317063295	-0.138784409454789	2.12536144591749e-07
WHR	Cholesterol esters in very large HDL	Lipoprotein subclasses	Very large HDL	-0.208961085058734	-0.295929847778292	-0.121992322339176	2.48544694566963e-06
WHR	Free cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.298451083473367	-0.384313145393782	-0.212589021552952	9.56933898260879e-12
WHR	Total lipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.301306429987947	-0.390949668033684	-0.21166319194221	4.46093771772717e-11
WHR	Concentration of very large HDL particles	Lipoprotein subclasses	Very large HDL	-0.329382005035158	-0.420683860588128	-0.238080149482188	1.5390240279098e-12
WHR	Phospholipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.382929354093052	-0.480208243311737	-0.285650464874367	1.20642355932385e-14
WHR	Triglycerides in very large HDL	Lipoprotein subclasses	Very large HDL	-0.0552169962213176	-0.144628334715066	0.0341943422724304	0.226117598639015
WHR	Total lipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.301300825404981	0.193788862926645	0.408812787883317	3.95445883753844e-08
WHR	Concentration of very large VLDL particles	Lipoprotein subclasses	Very large VLDL	0.3132758406807	0.207800321262908	0.418751360098492	5.83386460184058e-09
WHR	Phospholipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.325359165295167	0.220943117876435	0.429775212713899	1.01307343898849e-09
WHR	Triglycerides in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.314182384222211	0.210187619901918	0.418177148542504	3.19158708838697e-09
WHR	Total lipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.220752067013762	0.115069440355136	0.326434693672388	4.23831982332582e-05
WHR	Concentration of very small VLDL particles	Lipoprotein subclasses	Very Small VLDL	0.226811085764762	0.120221128479137	0.333401043050387	3.03728015449852e-05
WHR	Phospholipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.123850000133214	0.0186963155249927	0.229003684741435	0.0209720194469933
WHR	Triglycerides in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.304842998906532	0.191238879901287	0.418447117911777	1.44507007235412e-07
WHR	Total lipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.311298507816195	0.209368786755002	0.413228228877388	2.15145218580544e-09
WHR	Concentration of chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.246563012275015	0.147044531827725	0.346081492722305	1.19769991180257e-06
WHR	Phospholipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.316829623570565	0.220005964722208	0.413653282418922	1.4214358648543e-10
WHR	Triglycerides in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.279087962156846	0.177377600989683	0.380798323324009	7.5259927256998e-08
