label	group	subgroup	beta	standard_error	Pvalue	lower_confidence_interval	upper_confidence_interval
RKAOC50807	Group11	Subgroup25	0.232002458	0.030052351	1.65e-14	0.17309985004	0.29090506596
KPWOQ60124	Group11	Subgroup26	-0.107463252	0.027238877	6.48e-05	-0.16085145092	-0.05407505308
LCPGY72244	Group11	Subgroup26	-0.111306838	0.028456366	7.53e-05	-0.16708131536	-0.05553236064
FTVTQ12954	Group11	Subgroup26	-0.175146666	0.027798632	2.17e-10	-0.22963198472	-0.12066134728
HRSTI83233	Group11	Subgroup26	-0.167219157	0.028857996	5.18e-09	-0.22378082916	-0.11065748484
BLBME66813	Group11	Subgroup26	-0.162967888	0.029240939	1.92e-08	-0.22028012844	-0.10565564756
GUGTC54892	Group11	Subgroup26	-0.227886624	0.029462056	7.22e-15	-0.28563225376	-0.17014099424
WCYVA30854	Group11	Subgroup26	0.00486592	0.027555303	0.898325841	-0.04914247388	0.05887431388
UXUZZ39151	Group11	Subgroup27	0.236521076	0.028719716	2.64e-16	0.18023043264	0.29281171936
WVIGF82119	Group11	Subgroup27	0.254590744	0.02956638	1.08e-17	0.1966406392	0.3125408488
HZZIG37701	Group11	Subgroup27	0.232064535	0.028514276	5.9e-16	0.17617655404	0.28795251596
FSTUO15641	Group11	Subgroup27	0.22864567	0.027886193	3.61e-16	0.17398873172	0.28330260828
DUSZV69057	Group11	Subgroup28	0.165541768	0.029588141	2.87e-08	0.10754901164	0.22353452436
IKSLP19310	Group11	Subgroup28	0.180139054	0.029948428	2.37e-09	0.12144013512	0.23883797288
SCNCT43485	Group11	Subgroup28	0.116539786	0.029290762	8.4e-05	0.05912989248	0.17394967952
WESFP14364	Group11	Subgroup28	0.223774324	0.030630666	3.82e-13	0.16373821864	0.28381042936
