label	group	subgroup	beta	standard_error	Pvalue	lower_confidence_interval	upper_confidence_interval
BYQMV92275	Group11	Subgroup14	-0.271982217	0.031012628	1.25e-18	-0.33276696788	-0.21119746612
JBANW46465	Group11	Subgroup14	-0.291217113	0.029618425	5.4e-23	-0.349269226	-0.233165
ZLREM36774	Group11	Subgroup14	-0.276063652	0.030976615	3.5e-19	-0.3367778174	-0.2153494866
PRFAP72147	Group11	Subgroup14	-0.272844237	0.030953747	8.41e-19	-0.33351358112	-0.21217489288
VXDKY72408	Group11	Subgroup14	-0.272162963	0.031014281	1.19e-18	-0.33295095376	-0.21137497224
UJEYL84820	Group11	Subgroup15	0.096434757	0.030478909	0.001787162	0.03669609536	0.15617341864
JJZTE78524	Group11	Subgroup15	0.082412993	0.030309803	0.007399511	0.02300577912	0.14182020688
CJUGX74291	Group11	Subgroup15	0.117344705	0.031423414	0.000219854	0.05575481356	0.17893459644
LBNXA27394	Group11	Subgroup15	0.12412492	0.03129614	8.61e-05	0.0627844856	0.1854653544
USOIK26005	Group11	Subgroup15	0.109762581	0.030254541	0.00033427	0.05046368064	0.16906148136
EAACY11373	Group11	Subgroup16	0.107923989	0.0314133	0.000682955	0.046353921	0.169494057
EMCKG26384	Group11	Subgroup16	0.219185479	0.028934632	4.98e-14	0.16247360028	0.27589735772
NOYEK28314	Group11	Subgroup16	0.247185569	0.030164585	3.53e-16	0.1880629824	0.3063081556
DKFAN45254	Group11	Subgroup16	0.218697203	0.028255429	1.4e-14	0.16331656216	0.27407784384
OEJLH14869	Group11	Subgroup16	0.252955069	0.029218521	6.99e-18	0.19568676784	0.31022337016
IHHGK77338	Group11	Subgroup16	0.23823236	0.029162165	4.4e-16	0.1810745166	0.2953902034
CXKQJ32241	Group11	Subgroup16	0.235554691	0.028888623	5.01e-16	0.17893298992	0.29217639208
OOURI64872	Group11	Subgroup16	0.24228095	0.028107922	9.84e-18	0.18718942288	0.29737247712
ZHNTO14261	Group10	Subgroup17	-0.253450304	0.02979562	1.26e-17	-0.3118497192	-0.1950508888
FROVX54172	Group10	Subgroup17	-0.042550793	0.028346426	0.122435338	-0.09810978796	0.01300820196
JVPYY22121	Group10	Subgroup17	0.219232642	0.029175086	7.89e-14	0.16204947344	0.27641581056
AGXMM36780	Group11	Subgroup18	-0.153840359	0.028017865	3.12e-08	-0.2087553744	-0.0989253436
JGPUP87829	Group11	Subgroup18	-0.148563136	0.028726988	1.84e-07	-0.20486803248	-0.09225823952
SSKYU84332	Group11	Subgroup18	-0.150385331	0.027859323	5.26e-08	-0.20498960408	-0.09578105792
KZKVO55755	Group11	Subgroup18	-0.103683299	0.027825656	0.000162905	-0.15822158476	-0.04914501324
ZCPFU29943	Group11	Subgroup18	-0.083542251	0.027528854	0.002073194	-0.13749880484	-0.02958569716
DJJRY12851	Group11	Subgroup18	-0.096455402	0.027202349	0.000329144	-0.14977200604	-0.04313879796
JPFZK74646	Group11	Subgroup19	0.109803238	0.030709133	0.00040715	0.04961333732	0.16999313868
AUYWR52114	Group11	Subgroup19	0.116086421	0.031535116	0.000270477	0.05427759364	0.17789524836
WDZEY80453	Group11	Subgroup19	0.128246332	0.031698946	6.15e-05	0.06611639784	0.19037626616
BDDME36441	Group11	Subgroup19	0.132179618	0.031583063	3.38e-05	0.07027681452	0.19408242148
MBVDO44301	Group11	Subgroup19	0.122409992	0.030419936	6.79e-05	0.06278691744	0.18203306656
ZBNUS38030	Group11	Subgroup20	0.217351682	0.029537048	2.54e-13	0.15945906792	0.27524429608
SIEFN78754	Group11	Subgroup20	0.21937362	0.030529755	8.99e-13	0.1595353002	0.2792119398
JIVHP19776	Group11	Subgroup20	0.232037012	0.02906424	2e-15	0.1750711016	0.2890029224
LRVTI72764	Group11	Subgroup20	0.252330949	0.030028647	6.17e-17	0.19347480088	0.31118709712
MVRYG90742	Group11	Subgroup20	0.250648041	0.029936455	7.99e-17	0.1919725892	0.3093234928
UMCZI14493	Group11	Subgroup20	0.236620779	0.029375279	1.12e-15	0.17904523216	0.29419632584
NCQQT80619	Group11	Subgroup20	0.253491996	0.028462999	7.81e-19	0.19770451796	0.30927947404
GESTZ47823	Group12	Subgroup21	-0.133514337	0.036108248	0.000190125	-0.20428650308	-0.06274217092
MWXCK18379	Group12	Subgroup21	0.180717732	0.035379873	3.91e-07	0.11137318092	0.25006228308
ACPTL19032	Group13	Subgroup22	-0.052645346	0.041604719	0.195309997	-0.13419059524	0.02889990324
IOJXQ40641	Group11	Subgroup23	0.048746911	0.027252299	0.081255748	-0.00466759504000001	0.10216141704
EYEZW39728	Group11	Subgroup23	0.05083824	0.026373955	0.059998581	-0.000854711799999998	0.1025311918
BNQDP10452	Group11	Subgroup23	0.215929939	0.028464392	4.61e-14	0.16013973068	0.27172014732
NATOG04617	Group11	Subgroup24	0.127844093	0.030634573	3.58e-05	0.06780032992	0.18788785608
LUQSX37613	Group11	Subgroup24	0.142944121	0.031916043	8.99e-06	0.08038867672	0.20549956528
PFYKL41456	Group11	Subgroup24	0.140681476	0.031818302	1.17e-05	0.07831760408	0.20304534792
ZWBIE03440	Group11	Subgroup25	0.166890623	0.029377942	1.71e-08	0.10930985668	0.22447138932
PIYMY62123	Group11	Subgroup25	0.1885749	0.029825227	3.36e-10	0.13011745508	0.24703234492
PNKPQ06894	Group11	Subgroup25	0.22042374	0.030721959	9.7e-13	0.16020870036	0.28063877964
LTFEK03051	Group11	Subgroup25	0.231873699	0.030797201	6.94e-14	0.17151118504	0.29223621296
QXQHJ15507	Group11	Subgroup25	0.197798691	0.029617659	3.21e-11	0.13974807936	0.25584930264
RKAOC50807	Group11	Subgroup25	0.231891458	0.030052351	1.65e-14	0.17298885004	0.29079406596
KPWOQ60124	Group11	Subgroup26	-0.107574252	0.027238877	6.48e-05	-0.16096245092	-0.05418605308
LCPGY72244	Group11	Subgroup26	-0.111417838	0.028456366	7.53e-05	-0.16719231536	-0.05564336064
FTVTQ12954	Group11	Subgroup26	-0.175257666	0.027798632	2.17e-10	-0.22974298472	-0.12077234728
HRSTI83233	Group11	Subgroup26	-0.167330157	0.028857996	5.18e-09	-0.22389182916	-0.11076848484
BLBME66813	Group11	Subgroup26	-0.163078888	0.029240939	1.92e-08	-0.22039112844	-0.10576664756
GUGTC54892	Group11	Subgroup26	-0.227997624	0.029462056	7.22e-15	-0.28574325376	-0.17025199424
WCYVA30854	Group11	Subgroup26	0.00475492	0.027555303	0.898325841	-0.04925347388	0.05876331388
UXUZZ39151	Group11	Subgroup27	0.236410076	0.028719716	2.64e-16	0.18011943264	0.29270071936
WVIGF82119	Group11	Subgroup27	0.254479744	0.02956638	1.08e-17	0.1965296392	0.3124298488
HZZIG37701	Group11	Subgroup27	0.231953535	0.028514276	5.9e-16	0.17606555404	0.28784151596
FSTUO15641	Group11	Subgroup27	0.22853467	0.027886193	3.61e-16	0.17387773172	0.28319160828
DUSZV69057	Group11	Subgroup28	0.165430768	0.029588141	2.87e-08	0.10743801164	0.22342352436
IKSLP19310	Group11	Subgroup28	0.180028054	0.029948428	2.37e-09	0.12132913512	0.23872697288
SCNCT43485	Group11	Subgroup28	0.116428786	0.029290762	8.4e-05	0.05901889248	0.17383867952
WESFP14364	Group11	Subgroup28	0.223663324	0.030630666	3.82e-13	0.16362721864	0.28369942936
