label	group	subgroup	beta	standard_error	Pvalue	lower_confidence_interval	upper_confidence_interval
ZWBIE03440	Group11	Subgroup25	0.167112623	0.029377942	1.71e-08	0.10953185668	0.22469338932
PIYMY62123	Group11	Subgroup25	0.1887969	0.029825227	3.36e-10	0.13033945508	0.24725434492
PNKPQ06894	Group11	Subgroup25	0.22064574	0.030721959	9.7e-13	0.16043070036	0.28086077964
LTFEK03051	Group11	Subgroup25	0.232095699	0.030797201	6.94e-14	0.17173318504	0.29245821296
QXQHJ15507	Group11	Subgroup25	0.198020691	0.029617659	3.21e-11	0.13997007936	0.25607130264
RKAOC50807	Group11	Subgroup25	0.232113458	0.030052351	1.65e-14	0.17321085004	0.29101606596
KPWOQ60124	Group11	Subgroup26	-0.107352252	0.027238877	6.48e-05	-0.16074045092	-0.05396405308
LCPGY72244	Group11	Subgroup26	-0.111195838	0.028456366	7.53e-05	-0.16697031536	-0.05542136064
FTVTQ12954	Group11	Subgroup26	-0.175035666	0.027798632	2.17e-10	-0.22952098472	-0.12055034728
HRSTI83233	Group11	Subgroup26	-0.167108157	0.028857996	5.18e-09	-0.22366982916	-0.11054648484
BLBME66813	Group11	Subgroup26	-0.162856888	0.029240939	1.92e-08	-0.22016912844	-0.10554464756
GUGTC54892	Group11	Subgroup26	-0.227775624	0.029462056	7.22e-15	-0.28552125376	-0.17002999424
WCYVA30854	Group11	Subgroup26	0.00497692	0.027555303	0.898325841	-0.04903147388	0.05898531388
UXUZZ39151	Group11	Subgroup27	0.236632076	0.028719716	2.64e-16	0.18034143264	0.29292271936
WVIGF82119	Group11	Subgroup27	0.254701744	0.02956638	1.08e-17	0.1967516392	0.3126518488
HZZIG37701	Group11	Subgroup27	0.232175535	0.028514276	5.9e-16	0.17628755404	0.28806351596
FSTUO15641	Group11	Subgroup27	0.22875667	0.027886193	3.61e-16	0.17409973172	0.28341360828
DUSZV69057	Group11	Subgroup28	0.165652768	0.029588141	2.87e-08	0.10766001164	0.22364552436
IKSLP19310	Group11	Subgroup28	0.180250054	0.029948428	2.37e-09	0.12155113512	0.23894897288
SCNCT43485	Group11	Subgroup28	0.116650786	0.029290762	8.4e-05	0.05924089248	0.17406067952
WESFP14364	Group11	Subgroup28	0.223885324	0.030630666	3.82e-13	0.16384921864	0.28392142936
