exposure	label	group1	group2	effect_estimate	lower_ci	upper_ci	pvalue
WHR	Triglycerides in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.250746194715496	0.163809812996374	0.337682576434618	1.57553379844564e-08
WHR	Mono-unsaturated fatty acids	Fatty acids	Fatty acids	0.117362073243174	0.0281939322718134	0.206530214214535	0.00988777975590449
WHR	Other polyunsaturated fatty acids than 18:2	Fatty acids	Fatty acids	0.176357503287275	0.0871074781861287	0.265607528388421	0.000107526774863811
WHR	Phosphatidylcholine and other cholines	Glycerides and phospholipids	Glycerides and phospholipids	-0.0269162369741914	-0.113314718987169	0.0594822450387865	0.5414574378135
WHR	Phenylalanine	Amino acids	Aromatic amino acids	0.0625920238087672	-0.00655934644869506	0.131743394066229	0.0760491920789056
WHR	Pyruvate	Glycolysis related metabolites	Glycolysis related metabolites	0.0576627887277574	-0.00634253538285597	0.121668112838371	0.0774334345910695
WHR	Total lipids in small HDL	Lipoprotein subclasses	Small HDL	0.0514585022191515	-0.0236359391806853	0.126552943618988	0.179242526890006
WHR	Concentration of small HDL particles	Lipoprotein subclasses	Small HDL	0.075991353464147	0.00266069604614599	0.149322010882148	0.0422432547371289
WHR	Triglycerides in small HDL	Lipoprotein subclasses	Small HDL	0.267905135916456	0.182543058856118	0.353267212976794	7.6814510859478e-10
WHR	Total cholesterol in small LDL	Lipoprotein subclasses	Small LDL	0.154627524582509	0.0501771861748747	0.259077862990143	0.00371298043756949
WHR	Total lipids in small LDL	Lipoprotein subclasses	Small LDL	0.167614857944872	0.0603904117839883	0.274839304105756	0.00218470964174378
WHR	Concentration of small LDL particles	Lipoprotein subclasses	Small LDL	0.169339572297796	0.0644583172699462	0.274220827325646	0.00155304722688529
WHR	Total cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.245147697562337	0.153813544547383	0.336481850577291	1.43440442434994e-07
WHR	Free cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.266068023685302	0.173350415804	0.358785631566604	1.86009550557511e-08
WHR	Total lipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.288896401629032	0.193864624097168	0.383928179160896	2.5472593092656e-09
WHR	Concentration of small VLDL particles	Lipoprotein subclasses	Small VLDL	0.295077541028055	0.200758947674219	0.389396134381891	8.68368534194685e-10
WHR	Phospholipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.274138686970654	0.18321601784124	0.365061356100068	3.43048879168728e-09
WHR	Triglycerides in small VLDL	Lipoprotein subclasses	Small VLDL	0.276839276123016	0.19006552595607	0.363613026289962	4.02382993670679e-10
WHR	Serum total cholesterol	Cholesterol	Cholesterol	0.099688212256439	0.00358016839365255	0.195796256119225	0.0420512165176518
WHR	Serum total triglycerides	Glycerides and phospholipids	Glycerides and phospholipids	0.256060705829095	0.166441907598963	0.345679504059227	2.14162675118177e-08
WHR	Sphingomyelins	Glycerides and phospholipids	Glycerides and phospholipids	0.00175402395666249	-0.0872331110758891	0.0907411589892141	0.969182570919806
WHR	Total fatty acids	Fatty acids	Fatty acids	0.143365926021389	0.0508491248064886	0.235882727236289	0.00238742556140103
WHR	Total phosphoglycerides	Glycerides and phospholipids	Glycerides and phospholipids	0.0104637598811602	-0.0763875277106401	0.0973150474729605	0.81332487294347
WHR	Tyrosine	Amino acids	Aromatic amino acids	0.0904263462830047	0.0237848796015107	0.157067812964499	0.00782474644879132
WHR	Urea	Amino acids	Amino acids	-0.0644950470206923	-0.129963629386726	0.000973535345341739	0.0535010761235806
WHR	Valine	Amino acids	Branched-chain amino acids	0.166437659026039	0.0992693824284159	0.233605935623662	1.19343483757874e-06
WHR	Mean diameter for VLDL particles	Lipoprotein particle size	Lipoprotein particle size	0.247098313061966	0.162871184667659	0.331325441456273	8.92014365859811e-09
WHR	Total cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.107362055379775	-0.179439615173626	-0.0352844955859238	0.0035060599270527
WHR	Cholesterol esters in very large HDL	Lipoprotein subclasses	Very large HDL	-0.0919427117237	-0.165501429753042	-0.018383993694358	0.0142916333302653
WHR	Free cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.161053212604267	-0.235663191707823	-0.0864432335007108	2.32800640420977e-05
WHR	Total lipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.159552231425642	-0.236757505889725	-0.0823469569615592	5.11014935769551e-05
WHR	Concentration of very large HDL particles	Lipoprotein subclasses	Very large HDL	-0.183533214126557	-0.260866487670782	-0.106199940582332	3.29335518438555e-06
WHR	Phospholipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.233441962877675	-0.314923404055095	-0.151960521700255	1.96172611954312e-08
WHR	Triglycerides in very large HDL	Lipoprotein subclasses	Very large HDL	0.0127040129506534	-0.0627582982054568	0.0881663241067636	0.741426970226249
WHR	Total lipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.222540991042845	0.140432264987038	0.304649717098652	1.08292494612237e-07
WHR	Concentration of very large VLDL particles	Lipoprotein subclasses	Very large VLDL	0.203802421788291	0.12059106927542	0.287013774301162	1.58301807437606e-06
WHR	Phospholipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.221463427639221	0.139665811959473	0.303261043318969	1.11680732413333e-07
WHR	Triglycerides in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.227470080562587	0.148347907426442	0.306592253698732	1.75213593018157e-08
WHR	Total lipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.200910539747215	0.108588417315622	0.293232662178808	1.99603663771057e-05
WHR	Concentration of very small VLDL particles	Lipoprotein subclasses	Very Small VLDL	0.204134552431707	0.112370761919264	0.29589834294415	1.29974407751916e-05
WHR	Phospholipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.121740100428834	0.0252067169112142	0.218273483946454	0.0134437119603651
WHR	Triglycerides in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.267113444973557	0.174558440564252	0.359668449382862	1.54442676987857e-08
WHR	Total lipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.219133487005866	0.139776752067296	0.298490221944436	6.22239323987855e-08
WHR	Concentration of chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.169738703939395	0.0942711690806067	0.245206238798183	1.04157602551881e-05
WHR	Phospholipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.215804579711134	0.137581561442485	0.294027597979783	6.39743950664212e-08
WHR	Triglycerides in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.205076482939421	0.125844033719716	0.284308932159126	3.91496592196823e-07
