exposure	label	group1	group2	effect_estimate	lower_ci	upper_ci	pvalue
BMI	Glucose	Glycolysis related metabolites	Glycolysis related metabolites	0.113416980809603	0.0507257149514297	0.176108246667776	0.000391267013311124
BMI	Glutamine	Amino acids	Amino acids	-0.09040919736006	-0.156697276285978	-0.0241211184341424	0.00751289619346589
BMI	Glycerol	Glycolysis related metabolites	Glycolysis related metabolites	0.134817654105476	0.0620656742268771	0.207569633984075	0.000281122097573307
BMI	Glycoproteins	Protein	Protein	0.0706374173471303	-0.0753396337279801	0.216614468422241	0.342909465398172
BMI	Glycoprotein acetyls	Inflammation	Inflammation	0.220453098432428	0.141479794796441	0.299426402068415	4.46700445790113e-08
BMI	Total cholesterol in HDL	Cholesterol	Cholesterol	-0.223138531685051	-0.306561888003525	-0.139715175366577	1.58368283352825e-07
BMI	Mean diameter for HDL particles	Lipoprotein particle size	Lipoprotein particle size	-0.251355019411959	-0.338897822018403	-0.163812216805515	1.82734687801464e-08
BMI	Histidine	Amino acids	Amino acids	0.0406857453290412	-0.0378723662443142	0.119243856902397	0.310059849638979
BMI	Total cholesterol in IDL	Lipoprotein subclasses	IDL	0.0619645235922212	-0.0400132159131768	0.163942263097619	0.233672916245865
BMI	Free cholesterol in IDL	Lipoprotein subclasses	IDL	0.0725707753001516	-0.022817237562937	0.16795878816324	0.135919684400273
BMI	Total lipids in IDL	Lipoprotein subclasses	IDL	0.0889786104455697	-0.0116537151010469	0.189610935992186	0.0830916837295158
BMI	Concentration of IDL particles	Lipoprotein subclasses	IDL	0.102014934610116	0.00270046655922933	0.201329402661003	0.0440836571252195
BMI	Phospholipids in IDL	Lipoprotein subclasses	IDL	0.105468004844111	0.00918707351227875	0.201748936175943	0.0317915204915146
BMI	Triglycerides in IDL	Lipoprotein subclasses	IDL	0.136478582087916	0.0494600397382176	0.223497124437614	0.00211184849827135
BMI	Isoleucine	Amino acids	Branched-chain amino acids	0.171374832150382	0.100863401368907	0.241886262931857	1.9008347795024e-06
BMI	Total cholesterol in large HDL	Lipoprotein subclasses	Large HDL	-0.264370117682939	-0.351189574480426	-0.177550660885452	2.39723608822357e-09
BMI	Cholesterol esters in large HDL	Lipoprotein subclasses	Large HDL	-0.277886640665899	-0.371620165656321	-0.184153115675477	6.22104870094627e-09
BMI	Free cholesterol in large HDL	Lipoprotein subclasses	Large HDL	-0.268949613448324	-0.352390975420947	-0.185508251475701	2.65819412628215e-10
BMI	Total lipids in large HDL	Lipoprotein subclasses	Large HDL	-0.272111977576997	-0.364407772973538	-0.179816182180457	7.53296539229079e-09
BMI	Concentration of large HDL particles	Lipoprotein subclasses	Large HDL	-0.267874131842521	-0.360264392798464	-0.175483870886578	1.32524616185978e-08
BMI	Phospholipids in large HDL	Lipoprotein subclasses	Large HDL	-0.261044937952441	-0.353137048001544	-0.168952827903338	2.76296185640182e-08
BMI	Total cholesterol in large LDL	Lipoprotein subclasses	Large LDL	0.08779321000117	-0.0155889746927442	0.191175394695084	0.0960221212431796
BMI	Cholesterol esters in large VLDL	Lipoprotein subclasses	Large VLDL	0.0754558366546246	-0.0344145312518943	0.185326204561144	0.178279256627623
BMI	Free cholesterol in large LDL	Lipoprotein subclasses	Large LDL	0.0812281891193894	-0.0210465337891463	0.183502912027925	0.119550578757249
BMI	Total lipids in large LDL	Lipoprotein subclasses	Large LDL	0.0879280705970413	-0.0218732987511267	0.197729439945209	0.116519246750005
BMI	Concentration of large LDL particles	Lipoprotein subclasses	Large LDL	0.0938187452675682	-0.0150767435926394	0.202714234127776	0.0912893869181475
BMI	Phospholipids in large LDL	Lipoprotein subclasses	Large LDL	0.100252550073137	-0.00078176215073078	0.201286862297005	0.0517949217758276
BMI	Total cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL	0.158898970653136	0.0787433663660897	0.239054574940182	0.000102133224077318
BMI	Cholesterol esters in large VLDL	Lipoprotein subclasses	Large VLDL	0.177065451383042	0.0891824311347821	0.264948471631302	7.84849251479284e-05
BMI	Free cholesterol in large VLDL	Lipoprotein subclasses	Large VLDL	0.157067338150691	0.0776757771367065	0.236458899164675	0.000105474142407464
BMI	Total lipids in large VLDL	Lipoprotein subclasses	Large VLDL	0.184298232089746	0.0999802552275614	0.268616208951931	1.83501027828066e-05
BMI	Concentration of large VLDL particles	Lipoprotein subclasses	Large VLDL	0.166212901533313	0.0817348494258533	0.250690953640773	0.000115090713220272
BMI	Phospholipids in large VLDL	Lipoprotein subclasses	Large VLDL	0.168228920980664	0.0874552247297148	0.249002617231613	4.46249255018948e-05
BMI	Triglycerides in large VLDL	Lipoprotein subclasses	Large VLDL	0.175946483162447	0.0973336200476303	0.254559346277264	1.15056032308161e-05
BMI	18:2, linoleic acid	Fatty acids	Fatty acids	0.00206104125944225	-0.102288079779712	0.106410162298597	0.969119412332478
BMI	Lactate	Glycolysis related metabolites	Glycolysis related metabolites	0.0853982235389639	0.0199821235497721	0.150814323528156	0.0105062780501722
BMI	Total cholesterol in LDL	Cholesterol	Cholesterol	0.0992035215944697	-0.00760671095805467	0.206013754146994	0.0686958970358256
BMI	Mean diameter for LDL particles	Lipoprotein particle size	Lipoprotein particle size	-0.00932040214614755	-0.0906438750397236	0.0720030707474285	0.822264288154621
BMI	Leucine	Amino acids	Branched-chain amino acids	0.122038527591266	0.0534647380760079	0.190612317106524	0.000486379109660868
BMI	Total cholesterol in medium HDL	Lipoprotein subclasses	Medium HDL	-0.133866333658871	-0.217083914272263	-0.0506487530454793	0.00161648497300586
BMI	Cholesterol esters in medium HDL	Lipoprotein subclasses	Medium HDL	-0.135488561680013	-0.225308362846578	-0.0456687605134478	0.00311092265101048
BMI	Free cholesterol in medium HDL	Lipoprotein subclasses	Medium HDL	-0.134103047310861	-0.213801398811278	-0.0544046958104445	0.00097390018333384
BMI	Total lipids in medium HDL	Lipoprotein subclasses	Medium HDL	-0.106824868843875	-0.191567888109255	-0.0220818495784949	0.0134839257445156
BMI	Concentration of medium HDL particles	Lipoprotein subclasses	Medium HDL	-0.0921458844348136	-0.174801536291248	-0.00949023257837882	0.028885889065907
BMI	Phospholipids in medium HDL	Lipoprotein subclasses	Medium HDL	-0.0911210810918364	-0.169631116535652	-0.0126110456480212	0.0229158737594589
BMI	Total cholesterol in medium LDL	Lipoprotein subclasses	Medium LDL	0.0977915399845119	-0.00797455729274577	0.20355763726177	0.0699522368792097
BMI	Cholesterol esters in medium LDL	Lipoprotein subclasses	Medium LDL	0.0853432402290792	-0.0264689939614342	0.197155474419593	0.134649813188986
BMI	Total lipids in medium LDL	Lipoprotein subclasses	Medium LDL	0.095025327914948	-0.0179631854771396	0.208013841307036	0.0992717463305272
BMI	Concentration of medium LDL particles	Lipoprotein subclasses	Medium LDL	0.0966048570393162	-0.0152455591115411	0.208455273190173	0.0904848008465361
BMI	Phospholipids in medium LDL	Lipoprotein subclasses	Medium LDL	0.0941770640467055	-0.00776445742008042	0.196118585513491	0.0701849744077836
BMI	Total cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.166958715655406	0.0807186241017595	0.253198807209052	0.000147933986422829
BMI	Cholesterol esters in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.161767055959653	0.0686939028113498	0.254840209107956	0.000657763460069325
BMI	Free cholesterol in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.173851774466666	0.0899668983091621	0.25773665062417	4.86314395029884e-05
BMI	Total lipids in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.185460714881037	0.0962790151816968	0.274642414580377	4.58205667847736e-05
BMI	Concentration of medium VLDL particles	Lipoprotein subclasses	Medium VLDL	0.196580436396873	0.108880271689207	0.284280601104539	1.11616410745803e-05
BMI	Phospholipids in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.174609587473409	0.0895117501511168	0.259707424795701	5.77887901139541e-05
BMI	Triglycerides in medium VLDL	Lipoprotein subclasses	Medium VLDL	0.186748117585957	0.105580852576303	0.267915382595611	6.49710525643296e-06
BMI	Mono-unsaturated fatty acids	Fatty acids	Fatty acids	0.170813028483581	0.0821186984473098	0.259507358519852	0.000160207233467385
BMI	Other polyunsaturated fatty acids than 18:2	Fatty acids	Fatty acids	0.00895929606887652	-0.0849250624723694	0.102843654610122	0.85162852030135
BMI	Phosphatidylcholine and other cholines	Glycerides and phospholipids	Glycerides and phospholipids	-0.0609023559106046	-0.148953893656603	0.0271491818353942	0.175204950015827
BMI	Phenylalanine	Amino acids	Aromatic amino acids	0.239322845444585	0.170567427383382	0.308078263505788	8.95699263645815e-12
BMI	Pyruvate	Glycolysis related metabolites	Glycolysis related metabolites	0.0949036973018866	0.0329457065149727	0.156861688088801	0.00268022276228318
BMI	Total lipids in small HDL	Lipoprotein subclasses	Small HDL	0.028551212054079	-0.049316904069364	0.106419328177522	0.472353004754931
BMI	Concentration of small HDL particles	Lipoprotein subclasses	Small HDL	0.0189633662329779	-0.0576818298397642	0.09560856230572	0.627720050879693
BMI	Triglycerides in small HDL	Lipoprotein subclasses	Small HDL	0.172607599014424	0.0912669111090069	0.253948286919841	3.19386433479429e-05
BMI	Total cholesterol in small LDL	Lipoprotein subclasses	Small LDL	0.116148141938294	0.0103922183816087	0.221904065494979	0.0313500116622244
BMI	Total lipids in small LDL	Lipoprotein subclasses	Small LDL	0.106858190536378	-0.0065454367293209	0.220261817802077	0.0647656047665791
BMI	Concentration of small LDL particles	Lipoprotein subclasses	Small LDL	0.0966959765491882	-0.0132353857069829	0.206627338805359	0.0847038272972254
BMI	Total cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.138270880581471	0.0484153657811005	0.228126395381841	0.00256070344092643
BMI	Free cholesterol in small VLDL	Lipoprotein subclasses	Small VLDL	0.146669501143113	0.0585651130558592	0.234773889230367	0.00110294262227652
BMI	Total lipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.174023260304848	0.0796831657937864	0.26836335481591	0.00029978100576988
BMI	Concentration of small VLDL particles	Lipoprotein subclasses	Small VLDL	0.178223094107077	0.085310021881304	0.27113616633285	0.000170175885454143
BMI	Phospholipids in small VLDL	Lipoprotein subclasses	Small VLDL	0.153459142979484	0.0682900388379113	0.238628247121057	0.000413113949239209
BMI	Triglycerides in small VLDL	Lipoprotein subclasses	Small VLDL	0.171758673910874	0.0864792888992344	0.257038058922514	7.89458912856e-05
BMI	Serum total cholesterol	Cholesterol	Cholesterol	0.0226063144921936	-0.0733980993958739	0.118610728380261	0.644422443002791
BMI	Serum total triglycerides	Glycerides and phospholipids	Glycerides and phospholipids	0.175836218189216	0.0907076431827745	0.260964793195657	5.15574068167793e-05
BMI	Sphingomyelins	Glycerides and phospholipids	Glycerides and phospholipids	0.11152410695201	0.0249882636417217	0.198059950262298	0.0115378174002488
BMI	Total fatty acids	Fatty acids	Fatty acids	0.111374835128375	0.0181507849604789	0.204598885296271	0.0192005965938644
BMI	Total phosphoglycerides	Glycerides and phospholipids	Glycerides and phospholipids	-0.0352040205693704	-0.124527983463463	0.0541199423247218	0.439837442782763
BMI	Tyrosine	Amino acids	Aromatic amino acids	0.154513584820881	0.0839944703457615	0.225032699296001	1.75061866928044e-05
BMI	Urea	Amino acids	Amino acids	0.0201445877134968	-0.056160046805636	0.0964492222326296	0.604846099350894
BMI	Valine	Amino acids	Branched-chain amino acids	0.109742889498264	0.0417608469201396	0.177724932076388	0.00155609868796662
BMI	Mean diameter for VLDL particles	Lipoprotein particle size	Lipoprotein particle size	0.17959150433489	0.0964489413817567	0.262734067288023	2.29893797502414e-05
BMI	Total cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.133244113972464	-0.20938066790441	-0.0571075600405175	0.000603286712391023
BMI	Cholesterol esters in very large HDL	Lipoprotein subclasses	Very large HDL	-0.158167383739115	-0.241038514279197	-0.0752962531990327	0.000183402448938997
BMI	Free cholesterol in very large HDL	Lipoprotein subclasses	Very large HDL	-0.17601323157356	-0.252769093883711	-0.0992573692634091	6.97049601349773e-06
BMI	Total lipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.202188488388343	-0.283052876177383	-0.121324100599303	9.55118259067908e-07
BMI	Concentration of very large HDL particles	Lipoprotein subclasses	Very large HDL	-0.197915067358082	-0.278208205692633	-0.117621929023531	1.35701366411797e-06
BMI	Phospholipids in very large HDL	Lipoprotein subclasses	Very large HDL	-0.234343338477856	-0.315814983431436	-0.152871693524276	1.72333319347639e-08
BMI	Triglycerides in very large HDL	Lipoprotein subclasses	Very large HDL	-0.0329224000895878	-0.110518202463304	0.044673402284128	0.405640329337089
BMI	Total lipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.180371774650836	0.0967855127648524	0.26395803653682	2.34204009334939e-05
BMI	Concentration of very large VLDL particles	Lipoprotein subclasses	Very large VLDL	0.188762946448279	0.103487655572741	0.274038237323817	1.43393250869471e-05
BMI	Phospholipids in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.174111557188719	0.0929009044148528	0.255322209962585	2.64401801143121e-05
BMI	Triglycerides in very large VLDL	Lipoprotein subclasses	Very large VLDL	0.175229929504304	0.0972274309048154	0.253232428103793	1.0672844601016e-05
BMI	Total lipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.121776367143497	0.0352378286782633	0.208314905608731	0.00581389507899854
BMI	Concentration of very small VLDL particles	Lipoprotein subclasses	Very Small VLDL	0.13037270211566	0.0440795452315384	0.216665858999782	0.00306452097546222
BMI	Phospholipids in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.101494255795548	0.0108733432139824	0.192115168377114	0.0281510630258555
BMI	Triglycerides in very small VLDL	Lipoprotein subclasses	Very Small VLDL	0.164001672641206	0.0754840212902829	0.252519323992129	0.00028188443697043
BMI	Total lipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.161968807634733	0.0765977128092443	0.247339902460222	0.000200349400399603
BMI	Concentration of chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.134410424199624	0.0503968041473575	0.218424044251891	0.00171424147050893
BMI	Phospholipids in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.141457397856299	0.0643126504535044	0.218602145259094	0.000325667755661981
BMI	Triglycerides in chylomicrons and largest VLDL particles	Fatty acids	Fatty acids	0.16514439733069	0.0848449059608978	0.245443888700482	5.55524972514276e-05
